"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","A","Annual","A","Annual","PCT","Percent","2018","","","","0.827651515151515"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","3.17241379310345"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","A","Annual","A","Annual","PCT","Percent","2018","","","","3.17241379310345"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","34","Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes","A","Annual","A","Annual","PCT","Percent","2017","","","","3.76811594202899"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","34","Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes","A","Annual","A","Annual","PCT","Percent","2018","","","","3.76811594202899"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","35","Albuminoidal substances; modified starches; glues; enzymes","A","Annual","A","Annual","PCT","Percent","2017","","","","1.83333333333333"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","35","Albuminoidal substances; modified starches; glues; enzymes","A","Annual","A","Annual","PCT","Percent","2018","","","","1.80433333333333"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","36","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","A","Annual","A","Annual","PCT","Percent","2018","","","","1.35416666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","36","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","1.35416666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","37","Photographic or cinematographic goods","A","Annual","A","Annual","PCT","Percent","2017","","","","0.583333333333333"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","37","Photographic or cinematographic goods","A","Annual","A","Annual","PCT","Percent","2018","","","","0.437666666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","38","Miscellaneous chemical products","A","Annual","A","Annual","PCT","Percent","2018","","","","0.561737223493516"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","38","Miscellaneous chemical products","A","Annual","A","Annual","PCT","Percent","2017","","","","0.561737223493516"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","39","Plastics and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","2.81714086946645"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","39","Plastics and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","2.81714086946645"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","40","Rubber and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","2.55034722222222"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","40","Rubber and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","2.55034722222222"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","41","Raw hides and skins (other than furskins) and leather","A","Annual","A","Annual","PCT","Percent","2017","","","","1.03603603603604"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","41","Raw hides and skins (other than furskins) and leather","A","Annual","A","Annual","PCT","Percent","2018","","","","1.03603603603604"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)","A","Annual","A","Annual","PCT","Percent","2018","","","","4.375"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)","A","Annual","A","Annual","PCT","Percent","2017","","","","4.375"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","43","Furskins and artificial fur; manufactures thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","2.56944444444444"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","43","Furskins and artificial fur; manufactures thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","2.56944444444444"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","44","Wood and articles of wood; wood charcoal","A","Annual","A","Annual","PCT","Percent","2018","","","","2.22043813791387"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","44","Wood and articles of wood; wood charcoal","A","Annual","A","Annual","PCT","Percent","2017","","","","2.22043813791387"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","45","Cork and articles of cork","A","Annual","A","Annual","PCT","Percent","2018","","","","0.476190476190476"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","45","Cork and articles of cork","A","Annual","A","Annual","PCT","Percent","2017","","","","0.476190476190476"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","46","Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork","A","Annual","A","Annual","PCT","Percent","2018","","","","0.909090909090909"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","46","Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork","A","Annual","A","Annual","PCT","Percent","2017","","","","0.909090909090909"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","47","Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","47","Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","50","Silk","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","50","Silk","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric","A","Annual","A","Annual","PCT","Percent","2018","","","","1.64473684210526"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric","A","Annual","A","Annual","PCT","Percent","2017","","","","1.64473684210526"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","52","Cotton","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","52","Cotton","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","53","Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","53","Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","54","Manmade filaments","A","Annual","A","Annual","PCT","Percent","2017","","","","1.11111111111111"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","54","Manmade filaments","A","Annual","A","Annual","PCT","Percent","2018","","","","1.11111111111111"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","PCT","Percent","2018","","","","1.25382262996942"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","PCT","Percent","2017","","","","1.25382262996942"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","3.33333333333333"
